StartDate,TimeSign,CurrencyCode,CurrencyCodeL,Units,Amount
01.04.2021,0000,417,KGS,10,3.2812
01.04.2021,0000,972,TJS,1,2.4591
01.04.2021,0000,050,BDT,10,3.281
01.04.2021,0000,788,TND,1,9.9395
01.04.2021,0000,934,TMT,1,7.9493
01.04.2021,0000,860,UZS,1000,2.6534
01.04.2021,0000,959,XAU,1,46853.54
01.04.2021,0000,961,XAG,1,668.73
01.04.2021,0000,962,XPT,1,32754.71
01.04.2021,0000,964,XPD,1,73093.31
02.04.2021,0000,036,AUD,1,21.0928
02.04.2021,0000,933,BYN,1,10.5762
02.04.2021,0000,975,BGN,1,16.7172
02.04.2021,0000,410,KRW,100,2.459
02.04.2021,0000,344,HKD,1,3.5787
02.04.2021,0000,208,DKK,1,4.3968
02.04.2021,0000,840,USD,1,27.8324
02.04.2021,0000,978,EUR,1,32.7003
02.04.2021,0000,818,EGP,1,1.7734
02.04.2021,0000,392,JPY,10,2.5146
02.04.2021,0000,985,PLN,1,7.1005
02.04.2021,0000,356,INR,10,3.8065
02.04.2021,0000,124,CAD,1,22.1147
02.04.2021,0000,191,HRK,1,4.3196
02.04.2021,0000,484,MXN,1,1.3679
02.04.2021,0000,498,MDL,1,1.5406
02.04.2021,0000,376,ILS,1,8.3475
02.04.2021,0000,554,NZD,1,19.4535
02.04.2021,0000,578,NOK,1,3.2578
02.04.2021,0000,710,ZAR,1,1.8988
02.04.2021,0000,643,RUB,10,3.6509
02.04.2021,0000,946,RON,1,6.6601
02.04.2021,0000,360,IDR,1000,1.9154
02.04.2021,0000,682,SAR,1,7.4212
02.04.2021,0000,702,SGD,1,20.6917
02.04.2021,0000,960,XDR,1,39.4579
02.04.2021,0000,398,KZT,100,6.5122
02.04.2021,0000,949,TRY,1,3.41
02.04.2021,0000,348,HUF,100,9.0394
02.04.2021,0000,826,GBP,1,38.3697
02.04.2021,0000,203,CZK,1,1.2538
02.04.2021,0000,752,SEK,1,3.1827
02.04.2021,0000,756,CHF,1,29.4772
02.04.2021,0000,156,CNY,1,4.2356
02.04.2021,0000,944,AZN,1,16.3778
02.04.2021,0000,012,DZD,10,2.0766
02.04.2021,0000,764,THB,10,8.8992
02.04.2021,0000,986,BRL,1,4.8463
02.04.2021,0000,051,AMD,100,5.238
02.04.2021,0000,784,AED,1,7.5749
02.04.2021,0000,704,VND,1000,1.2057
02.04.2021,0000,368,IQD,100,1.9057
02.04.2021,0000,364,IRR,10000,6.6244
02.04.2021,0000,981,GEL,1,8.1066
02.04.2021,0000,422,LBP,100,1.8456
02.04.2021,0000,434,LYD,1,6.1267
02.04.2021,0000,458,MYR,1,6.7131
02.04.2021,0000,504,MAD,1,3.0694
02.04.2021,0000,586,PKR,10,1.8264
02.04.2021,0000,941,RSD,10,2.7753
02.04.2021,0000,417,KGS,10,3.2812
02.04.2021,0000,972,TJS,1,2.4591
02.04.2021,0000,050,BDT,10,3.281
02.04.2021,0000,788,TND,1,9.9395
02.04.2021,0000,934,TMT,1,7.9493
02.04.2021,0000,860,UZS,1000,2.6534
02.04.2021,0000,959,XAU,1,47800.48
02.04.2021,0000,961,XAG,1,680.25
02.04.2021,0000,962,XPT,1,33199.6
02.04.2021,0000,964,XPD,1,73248.48
03.04.2021,0000,036,AUD,1,21.0928
03.04.2021,0000,933,BYN,1,10.5762
03.04.2021,0000,975,BGN,1,16.7172
03.04.2021,0000,410,KRW,100,2.459
03.04.2021,0000,344,HKD,1,3.5787
03.04.2021,0000,208,DKK,1,4.3968
03.04.2021,0000,840,USD,1,27.8324
03.04.2021,0000,978,EUR,1,32.7003
03.04.2021,0000,818,EGP,1,1.7734
03.04.2021,0000,392,JPY,10,2.5146
03.04.2021,0000,985,PLN,1,7.1005
03.04.2021,0000,356,INR,10,3.8065
03.04.2021,0000,124,CAD,1,22.1147
03.04.2021,0000,191,HRK,1,4.3196
03.04.2021,0000,484,MXN,1,1.3679
03.04.2021,0000,498,MDL,1,1.5406
03.04.2021,0000,376,ILS,1,8.3475
03.04.2021,0000,554,NZD,1,19.4535
03.04.2021,0000,578,NOK,1,3.2578
03.04.2021,0000,710,ZAR,1,1.8988
03.04.2021,0000,643,RUB,10,3.6509
03.04.2021,0000,946,RON,1,6.6601
03.04.2021,0000,360,IDR,1000,1.9154
03.04.2021,0000,682,SAR,1,7.4212
03.04.2021,0000,702,SGD,1,20.6917
03.04.2021,0000,960,XDR,1,39.4579
03.04.2021,0000,398,KZT,100,6.5122
03.04.2021,0000,949,TRY,1,3.41
03.04.2021,0000,348,HUF,100,9.0394
03.04.2021,0000,826,GBP,1,38.3697
03.04.2021,0000,203,CZK,1,1.2538
03.04.2021,0000,752,SEK,1,3.1827
03.04.2021,0000,756,CHF,1,29.4772
03.04.2021,0000,156,CNY,1,4.2356
03.04.2021,0000,944,AZN,1,16.3778
03.04.2021,0000,012,DZD,10,2.0766
03.04.2021,0000,764,THB,10,8.8992
03.04.2021,0000,986,BRL,1,4.8463
03.04.2021,0000,051,AMD,100,5.238
03.04.2021,0000,784,AED,1,7.5749
03.04.2021,0000,704,VND,1000,1.2057
03.04.2021,0000,368,IQD,100,1.9057
03.04.2021,0000,364,IRR,10000,6.6244
03.04.2021,0000,981,GEL,1,8.1066
03.04.2021,0000,422,LBP,100,1.8456
03.04.2021,0000,434,LYD,1,6.1267
03.04.2021,0000,458,MYR,1,6.7131
03.04.2021,0000,504,MAD,1,3.0694
03.04.2021,0000,586,PKR,10,1.8264
03.04.2021,0000,941,RSD,10,2.7753
03.04.2021,0000,417,KGS,10,3.2812
03.04.2021,0000,972,TJS,1,2.4591
03.04.2021,0000,050,BDT,10,3.281
03.04.2021,0000,788,TND,1,9.9395
03.04.2021,0000,934,TMT,1,7.9493
03.04.2021,0000,860,UZS,1000,2.6534
03.04.2021,0000,959,XAU,1,47800.48
03.04.2021,0000,961,XAG,1,680.25
03.04.2021,0000,962,XPT,1,33199.6
03.04.2021,0000,964,XPD,1,73248.48
04.04.2021,0000,036,AUD,1,21.0928
04.04.2021,0000,933,BYN,1,10.5762
04.04.2021,0000,975,BGN,1,16.7172
04.04.2021,0000,410,KRW,100,2.459
04.04.2021,0000,344,HKD,1,3.5787
04.04.2021,0000,208,DKK,1,4.3968
04.04.2021,0000,840,USD,1,27.8324
04.04.2021,0000,978,EUR,1,32.7003
04.04.2021,0000,818,EGP,1,1.7734
04.04.2021,0000,392,JPY,10,2.5146
04.04.2021,0000,985,PLN,1,7.1005
04.04.2021,0000,356,INR,10,3.8065
04.04.2021,0000,124,CAD,1,22.1147
04.04.2021,0000,191,HRK,1,4.3196
04.04.2021,0000,484,MXN,1,1.3679
04.04.2021,0000,498,MDL,1,1.5406
04.04.2021,0000,376,ILS,1,8.3475
04.04.2021,0000,554,NZD,1,19.4535
04.04.2021,0000,578,NOK,1,3.2578
04.04.2021,0000,710,ZAR,1,1.8988
04.04.2021,0000,643,RUB,10,3.6509
04.04.2021,0000,946,RON,1,6.6601
04.04.2021,0000,360,IDR,1000,1.9154
04.04.2021,0000,682,SAR,1,7.4212
04.04.2021,0000,702,SGD,1,20.6917
04.04.2021,0000,960,XDR,1,39.4579
04.04.2021,0000,398,KZT,100,6.5122
04.04.2021,0000,949,TRY,1,3.41
04.04.2021,0000,348,HUF,100,9.0394
04.04.2021,0000,826,GBP,1,38.3697
04.04.2021,0000,203,CZK,1,1.2538
04.04.2021,0000,752,SEK,1,3.1827
04.04.2021,0000,756,CHF,1,29.4772
04.04.2021,0000,156,CNY,1,4.2356
04.04.2021,0000,944,AZN,1,16.3778
04.04.2021,0000,012,DZD,10,2.0766
04.04.2021,0000,764,THB,10,8.8992
04.04.2021,0000,986,BRL,1,4.8463
04.04.2021,0000,051,AMD,100,5.238
04.04.2021,0000,784,AED,1,7.5749
04.04.2021,0000,704,VND,1000,1.2057
04.04.2021,0000,368,IQD,100,1.9057
04.04.2021,0000,364,IRR,10000,6.6244
04.04.2021,0000,981,GEL,1,8.1066
04.04.2021,0000,422,LBP,100,1.8456
04.04.2021,0000,434,LYD,1,6.1267
04.04.2021,0000,458,MYR,1,6.7131
04.04.2021,0000,504,MAD,1,3.0694
04.04.2021,0000,586,PKR,10,1.8264
04.04.2021,0000,941,RSD,10,2.7753
04.04.2021,0000,417,KGS,10,3.2812
04.04.2021,0000,972,TJS,1,2.4591
04.04.2021,0000,050,BDT,10,3.281
04.04.2021,0000,788,TND,1,9.9395
04.04.2021,0000,934,TMT,1,7.9493
04.04.2021,0000,860,UZS,1000,2.6534
04.04.2021,0000,959,XAU,1,47800.48
04.04.2021,0000,961,XAG,1,680.25
04.04.2021,0000,962,XPT,1,33199.6
04.04.2021,0000,964,XPD,1,73248.48
05.04.2021,0000,036,AUD,1,21.0868
05.04.2021,0000,933,BYN,1,10.594
05.04.2021,0000,975,BGN,1,16.7891
05.04.2021,0000,410,KRW,100,2.4755
05.04.2021,0000,344,HKD,1,3.5961
05.04.2021,0000,208,DKK,1,4.4072
05.04.2021,0000,840,USD,1,27.9555
05.04.2021,0000,978,EUR,1,32.8365
05.04.2021,0000,818,EGP,1,1.7869
05.04.2021,0000,392,JPY,10,2.5269
05.04.2021,0000,985,PLN,1,7.1707
05.04.2021,0000,356,INR,10,3.861
05.04.2021,0000,124,CAD,1,22.2487
05.04.2021,0000,191,HRK,1,4.3522
05.04.2021,0000,484,MXN,1,1.3569
05.04.2021,0000,498,MDL,1,1.5453
05.04.2021,0000,376,ILS,1,8.3875
05.04.2021,0000,554,NZD,1,19.5157
05.04.2021,0000,578,NOK,1,3.2793
05.04.2021,0000,710,ZAR,1,1.8986
05.04.2021,0000,643,RUB,10,3.6748
05.04.2021,0000,946,RON,1,6.7065
05.04.2021,0000,360,IDR,1000,1.9178
05.04.2021,0000,682,SAR,1,7.4548
05.04.2021,0000,702,SGD,1,20.7631
05.04.2021,0000,960,XDR,1,39.6371
05.04.2021,0000,398,KZT,100,6.5483
05.04.2021,0000,949,TRY,1,3.4787
05.04.2021,0000,348,HUF,100,9.0588
05.04.2021,0000,826,GBP,1,38.5674
05.04.2021,0000,203,CZK,1,1.2589
05.04.2021,0000,752,SEK,1,3.1973
05.04.2021,0000,756,CHF,1,29.5388
05.04.2021,0000,156,CNY,1,4.2583
05.04.2021,0000,944,AZN,1,16.3778
05.04.2021,0000,012,DZD,10,2.0766
05.04.2021,0000,764,THB,10,8.8992
05.04.2021,0000,986,BRL,1,4.8463
05.04.2021,0000,051,AMD,100,5.238
05.04.2021,0000,784,AED,1,7.5749
05.04.2021,0000,704,VND,1000,1.2057
05.04.2021,0000,368,IQD,100,1.9057
05.04.2021,0000,364,IRR,10000,6.6244
05.04.2021,0000,981,GEL,1,8.1066
05.04.2021,0000,422,LBP,100,1.8456
05.04.2021,0000,434,LYD,1,6.1267
05.04.2021,0000,458,MYR,1,6.7131
05.04.2021,0000,504,MAD,1,3.0694
05.04.2021,0000,586,PKR,10,1.8264
05.04.2021,0000,941,RSD,10,2.7753
05.04.2021,0000,417,KGS,10,3.2812
05.04.2021,0000,972,TJS,1,2.4591
05.04.2021,0000,050,BDT,10,3.281
05.04.2021,0000,788,TND,1,9.9395
05.04.2021,0000,934,TMT,1,7.9493
05.04.2021,0000,860,UZS,1000,2.6534
05.04.2021,0000,959,XAU,1,48252.59
05.04.2021,0000,961,XAG,1,679.74
05.04.2021,0000,962,XPT,1,33518.64
05.04.2021,0000,964,XPD,1,73802.52
06.04.2021,0000,036,AUD,1,21.3133
06.04.2021,0000,933,BYN,1,10.5275
06.04.2021,0000,975,BGN,1,16.8024
06.04.2021,0000,410,KRW,100,2.4779
06.04.2021,0000,344,HKD,1,3.5929
06.04.2021,0000,208,DKK,1,4.4179
06.04.2021,0000,840,USD,1,27.939
06.04.2021,0000,978,EUR,1,32.8632
06.04.2021,0000,818,EGP,1,1.7798
06.04.2021,0000,392,JPY,10,2.5285
06.04.2021,0000,985,PLN,1,7.1651
06.04.2021,0000,356,INR,10,3.811
06.04.2021,0000,124,CAD,1,22.2728
06.04.2021,0000,191,HRK,1,4.3467
06.04.2021,0000,484,MXN,1,1.3795
06.04.2021,0000,498,MDL,1,1.5458
06.04.2021,0000,376,ILS,1,8.4182
06.04.2021,0000,554,NZD,1,19.69
06.04.2021,0000,578,NOK,1,3.2698
06.04.2021,0000,710,ZAR,1,1.9131
06.04.2021,0000,643,RUB,10,3.6562
06.04.2021,0000,946,RON,1,6.6896
06.04.2021,0000,360,IDR,1000,1.9242
06.04.2021,0000,682,SAR,1,7.4498
06.04.2021,0000,702,SGD,1,20.7879
06.04.2021,0000,960,XDR,1,39.6512
06.04.2021,0000,398,KZT,100,6.5293
06.04.2021,0000,949,TRY,1,3.4351
06.04.2021,0000,348,HUF,100,9.1125
06.04.2021,0000,826,GBP,1,38.736
06.04.2021,0000,203,CZK,1,1.2624
06.04.2021,0000,752,SEK,1,3.1923
06.04.2021,0000,756,CHF,1,29.6451
06.04.2021,0000,156,CNY,1,4.2554
06.04.2021,0000,944,AZN,1,16.3778
06.04.2021,0000,012,DZD,10,2.0766
06.04.2021,0000,764,THB,10,8.8992
06.04.2021,0000,986,BRL,1,4.8463
06.04.2021,0000,051,AMD,100,5.238
06.04.2021,0000,784,AED,1,7.5749
06.04.2021,0000,704,VND,1000,1.2057
06.04.2021,0000,368,IQD,100,1.9057
06.04.2021,0000,364,IRR,10000,6.6244
06.04.2021,0000,981,GEL,1,8.1066
06.04.2021,0000,422,LBP,100,1.8456
06.04.2021,0000,434,LYD,1,6.1267
06.04.2021,0000,458,MYR,1,6.7131
06.04.2021,0000,504,MAD,1,3.0694
06.04.2021,0000,586,PKR,10,1.8264
06.04.2021,0000,941,RSD,10,2.7753
06.04.2021,0000,417,KGS,10,3.2812
06.04.2021,0000,972,TJS,1,2.4591
06.04.2021,0000,050,BDT,10,3.281
06.04.2021,0000,788,TND,1,9.9395
06.04.2021,0000,934,TMT,1,7.9493
06.04.2021,0000,860,UZS,1000,2.6534
06.04.2021,0000,959,XAU,1,48258.48
06.04.2021,0000,961,XAG,1,696.11
06.04.2021,0000,962,XPT,1,33562.56
06.04.2021,0000,964,XPD,1,73815.4
07.04.2021,0000,036,AUD,1,21.256
07.04.2021,0000,933,BYN,1,10.5058
07.04.2021,0000,975,BGN,1,16.8137
07.04.2021,0000,410,KRW,100,2.4865
07.04.2021,0000,344,HKD,1,3.5795
07.04.2021,0000,208,DKK,1,4.4231
07.04.2021,0000,840,USD,1,27.8384
07.04.2021,0000,978,EUR,1,32.898
07.04.2021,0000,818,EGP,1,1.7706
07.04.2021,0000,392,JPY,10,2.5277
07.04.2021,0000,985,PLN,1,7.1649
07.04.2021,0000,356,INR,10,3.7914
07.04.2021,0000,124,CAD,1,22.1696
07.04.2021,0000,191,HRK,1,4.3459
07.04.2021,0000,484,MXN,1,1.3751
07.04.2021,0000,498,MDL,1,1.5426
07.04.2021,0000,376,ILS,1,8.4333
07.04.2021,0000,554,NZD,1,19.576
07.04.2021,0000,578,NOK,1,3.2653
07.04.2021,0000,710,ZAR,1,1.9203
07.04.2021,0000,643,RUB,10,3.6357
07.04.2021,0000,946,RON,1,6.69
07.04.2021,0000,360,IDR,1000,1.919
07.04.2021,0000,682,SAR,1,7.4226
07.04.2021,0000,702,SGD,1,20.7625
07.04.2021,0000,960,XDR,1,39.5824
07.04.2021,0000,398,KZT,100,6.4838
07.04.2021,0000,949,TRY,1,3.4173
07.04.2021,0000,348,HUF,100,9.1303
07.04.2021,0000,826,GBP,1,38.5464
07.04.2021,0000,203,CZK,1,1.2629
07.04.2021,0000,752,SEK,1,3.2061
07.04.2021,0000,756,CHF,1,29.7339
07.04.2021,0000,156,CNY,1,4.2492
07.04.2021,0000,944,AZN,1,16.3778
07.04.2021,0000,012,DZD,10,2.0766
07.04.2021,0000,764,THB,10,8.8992
07.04.2021,0000,986,BRL,1,4.8463
07.04.2021,0000,051,AMD,100,5.238
07.04.2021,0000,784,AED,1,7.5749
07.04.2021,0000,704,VND,1000,1.2057
07.04.2021,0000,368,IQD,100,1.9057
07.04.2021,0000,364,IRR,10000,6.6244
07.04.2021,0000,981,GEL,1,8.1066
07.04.2021,0000,422,LBP,100,1.8456
07.04.2021,0000,434,LYD,1,6.1267
07.04.2021,0000,458,MYR,1,6.7131
07.04.2021,0000,504,MAD,1,3.0694
07.04.2021,0000,586,PKR,10,1.8264
07.04.2021,0000,941,RSD,10,2.7753
07.04.2021,0000,417,KGS,10,3.2812
07.04.2021,0000,972,TJS,1,2.4591
07.04.2021,0000,050,BDT,10,3.281
07.04.2021,0000,788,TND,1,9.9395
07.04.2021,0000,934,TMT,1,7.9493
07.04.2021,0000,860,UZS,1000,2.6534
07.04.2021,0000,959,XAU,1,48329.41
07.04.2021,0000,961,XAG,1,696.79
07.04.2021,0000,962,XPT,1,33904.11
07.04.2021,0000,964,XPD,1,74646.72
08.04.2021,0000,036,AUD,1,21.2497
08.04.2021,0000,933,BYN,1,10.4925
08.04.2021,0000,975,BGN,1,16.9445
08.04.2021,0000,410,KRW,100,2.4984
08.04.2021,0000,344,HKD,1,3.5824
08.04.2021,0000,208,DKK,1,4.4564
08.04.2021,0000,840,USD,1,27.8923
08.04.2021,0000,978,EUR,1,33.1388
08.04.2021,0000,818,EGP,1,1.7742
08.04.2021,0000,392,JPY,10,2.5383
08.04.2021,0000,985,PLN,1,7.2337
08.04.2021,0000,356,INR,10,3.7431
08.04.2021,0000,124,CAD,1,22.1069
08.04.2021,0000,191,HRK,1,4.3741
08.04.2021,0000,484,MXN,1,1.3809
08.04.2021,0000,498,MDL,1,1.5485
08.04.2021,0000,376,ILS,1,8.4417
08.04.2021,0000,554,NZD,1,19.6027
08.04.2021,0000,578,NOK,1,3.2954
08.04.2021,0000,710,ZAR,1,1.9175
08.04.2021,0000,643,RUB,10,3.5843
08.04.2021,0000,946,RON,1,6.7379
08.04.2021,0000,360,IDR,1000,1.9235
08.04.2021,0000,682,SAR,1,7.437
08.04.2021,0000,702,SGD,1,20.8167
08.04.2021,0000,960,XDR,1,39.7277
08.04.2021,0000,398,KZT,100,6.4504
08.04.2021,0000,949,TRY,1,3.4074
08.04.2021,0000,348,HUF,100,9.2115
08.04.2021,0000,826,GBP,1,38.4858
08.04.2021,0000,203,CZK,1,1.2789
08.04.2021,0000,752,SEK,1,3.2381
08.04.2021,0000,756,CHF,1,30.0159
08.04.2021,0000,156,CNY,1,4.2623
08.04.2021,0000,944,AZN,1,16.3778
08.04.2021,0000,012,DZD,10,2.0766
08.04.2021,0000,764,THB,10,8.8992
08.04.2021,0000,986,BRL,1,4.8463
08.04.2021,0000,051,AMD,100,5.238
08.04.2021,0000,784,AED,1,7.5749
08.04.2021,0000,704,VND,1000,1.2057
08.04.2021,0000,368,IQD,100,1.9057
08.04.2021,0000,364,IRR,10000,6.6244
08.04.2021,0000,981,GEL,1,8.1066
08.04.2021,0000,422,LBP,100,1.8456
08.04.2021,0000,434,LYD,1,6.1267
08.04.2021,0000,458,MYR,1,6.7131
08.04.2021,0000,504,MAD,1,3.0694
08.04.2021,0000,586,PKR,10,1.8264
08.04.2021,0000,941,RSD,10,2.7753
08.04.2021,0000,417,KGS,10,3.2812
08.04.2021,0000,972,TJS,1,2.4591
08.04.2021,0000,050,BDT,10,3.281
08.04.2021,0000,788,TND,1,9.9395
08.04.2021,0000,934,TMT,1,7.9493
08.04.2021,0000,860,UZS,1000,2.6534
08.04.2021,0000,959,XAU,1,48363.57
08.04.2021,0000,961,XAG,1,695.13
08.04.2021,0000,962,XPT,1,34298.6
08.04.2021,0000,964,XPD,1,73312.12
09.04.2021,0000,036,AUD,1,21.3785
09.04.2021,0000,933,BYN,1,10.5418
09.04.2021,0000,975,BGN,1,16.9896
09.04.2021,0000,410,KRW,100,2.504
09.04.2021,0000,344,HKD,1,3.5968
09.04.2021,0000,208,DKK,1,4.4673
09.04.2021,0000,840,USD,1,27.9768
09.04.2021,0000,978,EUR,1,33.2266
09.04.2021,0000,818,EGP,1,1.7812
09.04.2021,0000,392,JPY,10,2.5623
09.04.2021,0000,985,PLN,1,7.2999
09.04.2021,0000,356,INR,10,3.763
09.04.2021,0000,124,CAD,1,22.2276
09.04.2021,0000,191,HRK,1,4.3812
09.04.2021,0000,484,MXN,1,1.387
09.04.2021,0000,498,MDL,1,1.5553
09.04.2021,0000,376,ILS,1,8.5095
09.04.2021,0000,554,NZD,1,19.7055
09.04.2021,0000,578,NOK,1,3.2977
09.04.2021,0000,710,ZAR,1,1.9257
09.04.2021,0000,643,RUB,10,3.6318
09.04.2021,0000,946,RON,1,6.7541
09.04.2021,0000,360,IDR,1000,1.9244
09.04.2021,0000,682,SAR,1,7.4597
09.04.2021,0000,702,SGD,1,20.8735
09.04.2021,0000,960,XDR,1,39.8514
09.04.2021,0000,398,KZT,100,6.4537
09.04.2021,0000,949,TRY,1,3.4311
09.04.2021,0000,348,HUF,100,9.2632
09.04.2021,0000,826,GBP,1,38.5045
09.04.2021,0000,203,CZK,1,1.2827
09.04.2021,0000,752,SEK,1,3.2561
09.04.2021,0000,756,CHF,1,30.1523
09.04.2021,0000,156,CNY,1,4.2724
09.04.2021,0000,944,AZN,1,16.3778
09.04.2021,0000,012,DZD,10,2.0766
09.04.2021,0000,764,THB,10,8.8992
09.04.2021,0000,986,BRL,1,4.8463
09.04.2021,0000,051,AMD,100,5.238
09.04.2021,0000,784,AED,1,7.5749
09.04.2021,0000,704,VND,1000,1.2057
09.04.2021,0000,368,IQD,100,1.9057
09.04.2021,0000,364,IRR,10000,6.6244
09.04.2021,0000,981,GEL,1,8.1066
09.04.2021,0000,422,LBP,100,1.8456
09.04.2021,0000,434,LYD,1,6.1267
09.04.2021,0000,458,MYR,1,6.7131
09.04.2021,0000,504,MAD,1,3.0694
09.04.2021,0000,586,PKR,10,1.8264
09.04.2021,0000,941,RSD,10,2.7753
09.04.2021,0000,417,KGS,10,3.2812
09.04.2021,0000,972,TJS,1,2.4591
09.04.2021,0000,050,BDT,10,3.281
09.04.2021,0000,788,TND,1,9.9395
09.04.2021,0000,934,TMT,1,7.9493
09.04.2021,0000,860,UZS,1000,2.6534
09.04.2021,0000,959,XAU,1,48912.4
09.04.2021,0000,961,XAG,1,710.14
09.04.2021,0000,962,XPT,1,34559.46
09.04.2021,0000,964,XPD,1,73652.56
10.04.2021,0000,036,AUD,1,21.3785
10.04.2021,0000,933,BYN,1,10.5418
10.04.2021,0000,975,BGN,1,16.9896
10.04.2021,0000,410,KRW,100,2.504
10.04.2021,0000,344,HKD,1,3.5968
10.04.2021,0000,208,DKK,1,4.4673
10.04.2021,0000,840,USD,1,27.9768
10.04.2021,0000,978,EUR,1,33.2266
10.04.2021,0000,818,EGP,1,1.7812
10.04.2021,0000,392,JPY,10,2.5623
10.04.2021,0000,985,PLN,1,7.2999
10.04.2021,0000,356,INR,10,3.763
10.04.2021,0000,124,CAD,1,22.2276
10.04.2021,0000,191,HRK,1,4.3812
10.04.2021,0000,484,MXN,1,1.387
10.04.2021,0000,498,MDL,1,1.5553
10.04.2021,0000,376,ILS,1,8.5095
10.04.2021,0000,554,NZD,1,19.7055
10.04.2021,0000,578,NOK,1,3.2977
10.04.2021,0000,710,ZAR,1,1.9257
10.04.2021,0000,643,RUB,10,3.6318
10.04.2021,0000,946,RON,1,6.7541
10.04.2021,0000,360,IDR,1000,1.9244
10.04.2021,0000,682,SAR,1,7.4597
10.04.2021,0000,702,SGD,1,20.8735
10.04.2021,0000,960,XDR,1,39.8514
10.04.2021,0000,398,KZT,100,6.4537
10.04.2021,0000,949,TRY,1,3.4311
10.04.2021,0000,348,HUF,100,9.2632
10.04.2021,0000,826,GBP,1,38.5045
10.04.2021,0000,203,CZK,1,1.2827
10.04.2021,0000,752,SEK,1,3.2561
10.04.2021,0000,756,CHF,1,30.1523
10.04.2021,0000,156,CNY,1,4.2724
10.04.2021,0000,944,AZN,1,16.3778
10.04.2021,0000,012,DZD,10,2.0766
10.04.2021,0000,764,THB,10,8.8992
10.04.2021,0000,986,BRL,1,4.8463
10.04.2021,0000,051,AMD,100,5.238
10.04.2021,0000,784,AED,1,7.5749
10.04.2021,0000,704,VND,1000,1.2057
10.04.2021,0000,368,IQD,100,1.9057
10.04.2021,0000,364,IRR,10000,6.6244
10.04.2021,0000,981,GEL,1,8.1066
10.04.2021,0000,422,LBP,100,1.8456
10.04.2021,0000,434,LYD,1,6.1267
10.04.2021,0000,458,MYR,1,6.7131
10.04.2021,0000,504,MAD,1,3.0694
10.04.2021,0000,586,PKR,10,1.8264
10.04.2021,0000,941,RSD,10,2.7753
10.04.2021,0000,417,KGS,10,3.2812
10.04.2021,0000,972,TJS,1,2.4591
10.04.2021,0000,050,BDT,10,3.281
10.04.2021,0000,788,TND,1,9.9395
10.04.2021,0000,934,TMT,1,7.9493
10.04.2021,0000,860,UZS,1000,2.6534
10.04.2021,0000,959,XAU,1,48912.4
10.04.2021,0000,961,XAG,1,710.14
10.04.2021,0000,962,XPT,1,34559.46
10.04.2021,0000,964,XPD,1,73652.56
11.04.2021,0000,036,AUD,1,21.3785
11.04.2021,0000,933,BYN,1,10.5418
11.04.2021,0000,975,BGN,1,16.9896
11.04.2021,0000,410,KRW,100,2.504
11.04.2021,0000,344,HKD,1,3.5968
11.04.2021,0000,208,DKK,1,4.4673
11.04.2021,0000,840,USD,1,27.9768
11.04.2021,0000,978,EUR,1,33.2266
11.04.2021,0000,818,EGP,1,1.7812
11.04.2021,0000,392,JPY,10,2.5623
11.04.2021,0000,985,PLN,1,7.2999
11.04.2021,0000,356,INR,10,3.763
11.04.2021,0000,124,CAD,1,22.2276
11.04.2021,0000,191,HRK,1,4.3812
11.04.2021,0000,484,MXN,1,1.387
11.04.2021,0000,498,MDL,1,1.5553
11.04.2021,0000,376,ILS,1,8.5095
11.04.2021,0000,554,NZD,1,19.7055
11.04.2021,0000,578,NOK,1,3.2977
11.04.2021,0000,710,ZAR,1,1.9257
11.04.2021,0000,643,RUB,10,3.6318
11.04.2021,0000,946,RON,1,6.7541
11.04.2021,0000,360,IDR,1000,1.9244
11.04.2021,0000,682,SAR,1,7.4597
11.04.2021,0000,702,SGD,1,20.8735
11.04.2021,0000,960,XDR,1,39.8514
11.04.2021,0000,398,KZT,100,6.4537
11.04.2021,0000,949,TRY,1,3.4311
11.04.2021,0000,348,HUF,100,9.2632
11.04.2021,0000,826,GBP,1,38.5045
11.04.2021,0000,203,CZK,1,1.2827
11.04.2021,0000,752,SEK,1,3.2561
11.04.2021,0000,756,CHF,1,30.1523
11.04.2021,0000,156,CNY,1,4.2724
11.04.2021,0000,944,AZN,1,16.3778
11.04.2021,0000,012,DZD,10,2.0766
11.04.2021,0000,764,THB,10,8.8992
11.04.2021,0000,986,BRL,1,4.8463
11.04.2021,0000,051,AMD,100,5.238
11.04.2021,0000,784,AED,1,7.5749
11.04.2021,0000,704,VND,1000,1.2057
11.04.2021,0000,368,IQD,100,1.9057
11.04.2021,0000,364,IRR,10000,6.6244
11.04.2021,0000,981,GEL,1,8.1066
11.04.2021,0000,422,LBP,100,1.8456
11.04.2021,0000,434,LYD,1,6.1267
11.04.2021,0000,458,MYR,1,6.7131
11.04.2021,0000,504,MAD,1,3.0694
11.04.2021,0000,586,PKR,10,1.8264
11.04.2021,0000,941,RSD,10,2.7753
11.04.2021,0000,417,KGS,10,3.2812
11.04.2021,0000,972,TJS,1,2.4591
11.04.2021,0000,050,BDT,10,3.281
11.04.2021,0000,788,TND,1,9.9395
11.04.2021,0000,934,TMT,1,7.9493
11.04.2021,0000,860,UZS,1000,2.6534
11.04.2021,0000,959,XAU,1,48912.4
11.04.2021,0000,961,XAG,1,710.14
11.04.2021,0000,962,XPT,1,34559.46
11.04.2021,0000,964,XPD,1,73652.56
